GeneSymbol	OAM091ctrl	OAM093ctrl	OAM094ctrl	OAM091stim	OAM093stim	OAM094stim
LOC101927151	0	3	9	2	0	0
LOC101927159	0	0	0	0	447	0
LOC101927166	0	2	4	6	0	1
LOC101927178	0	0	1	0	2	5
LOC101927181	8	12	13	3	0	11
LOC101927190	3	0	6	0	0	3
LOC101927229	0	0	0	3	0	0
LOC101927279	10	3	2	1	0	0
LOC101927280	0	0	0	0	0	0
LOC101927284	0	0	472	0	0	1
LOC101927311	0	0	3	0	0	1
LOC101927318	0	0	1	0	0	0
LOC101927322	20	0	3	13	0	0
LOC101927348	0	1	0	0	0	0
LOC101927354	0	0	0	0	0	1
LOC101927374	0	0	3	0	0	0
LOC101927446	1	0	0	0	0	5
LOC101927488	0	0	0	0	0	0
LOC101927526	0	0	0	5	2	0
LOC101927572	0	3	0	5	0	0
LOC101927623	0	0	109	3	3	2
LOC101927691	0	0	0	1	0	0
LOC101927697	0	0	6	0	2	0
LOC101927709	0	0	0	0	0	0
LOC101927720	0	0	5	0	1	0
LOC101927722	0	0	0	0	0	0
LOC101927730	0	2	4	2	309	0
LOC101927811	2	1	1	1	97	13
LOC101927814	1	0	3	0	0	2
LOC101927817	1	0	2	12	5	0
LOC101927835	0	0	0	0	0	0
LOC101927839	2	3	0	0	0	0
LOC101927844	0	0	0	0	0	0
LOC101927870	0	0	2	2	0	0
LOC101927881	3	2	3	0	0	0
LOC101927911	2	3	6	8	8	3
LOC101927919	3	0	0	3	175	0
LOC101927921	3	0	2	0	0	0
LOC101927934	0	2	3	3	0	0
LOC101927967	0	0	0	0	0	0
LOC101928048	0	0	0	0	0	0
LOC101928063	0	3	0	0	2	0
LOC101928075	3	0	1	6	0	3
LOC101928128	0	0	0	0	0	0
LOC101928135	0	0	0	0	0	0
LOC101928136	0	0	1	0	0	0
LOC101928154	0	0	1	0	0	1
LOC101928163	11	3	0	0	1	3
LOC101928167	0	3	0	0	0	0
LOC101928254	1	0	3	0	0	0
LOC101928269	0	0	0	0	0	0
LOC101928283	0	0	3	0	0	0
LOC101928303	0	0	7	2	2	7
LOC101928358	0	0	0	0	0	0
LOC101928370	0	0	2	0	0	0
LOC101928398	0	0	0	0	2	0
LOC101928401	0	3	0	0	0	9
LOC101928417	0	0	1	0	0	0
LOC101928436	1	0	0	2	0	0
LOC101928437	0	0	3	0	0	3
LOC101928445	14	0	7	4	8	3
LOC101928448	0	2	0	2	0	0
LOC101928469	0	0	0	0	0	0
LOC101928489	1	0	0	3	0	0
LOC101928491	0	0	0	0	0	0
LOC101928505	0	0	0	0	0	0
LOC101928514	6	6	8	9	4	17
LOC101928517	197	0	0	3	0	0
LOC101928519	0	0	0	0	0	0
LOC101928523	0	0	0	0	0	0
LOC101928530	0	4	4	0	0	0
LOC101928564	0	0	0	0	0	0
LOC101928569	0	6	0	0	0	0
LOC101928571	0	2	2	5	0	0
LOC101928600	6	0	2	0	0	0
LOC101928604	0	5	0	115	108	6
LOC101928618	0	0	0	0	3	0
LOC101928689	0	0	0	0	2	0
LOC101928710	2	1	0	0	1	4
LOC101928738	0	2	0	3	7	0
LOC101928767	0	0	1	0	0	0
LOC101928796	6	1	17	4	3	0
LOC101928804	3	4	3	0	0	1
LOC101928880	2	0	0	0	2	0
LOC101928882	0	0	3	2	0	4
LOC101928886	4	9	6	0	0	0
LOC101928891	0	0	0	0	0	0
LOC101928911	0	2	0	0	0	0
LOC101928936	0	2	0	0	0	0
LOC101929034	0	0	0	1	0	0
LOC101929082	6	0	9	0	0	0
LOC101929124	0	0	2	0	0	0
LOC101929125	0	0	0	0	0	2
LOC101929144	0	2	0	2	10	1
LOC101929153	9	0	0	0	2	0
LOC101929154	0	0	0	0	0	0
LOC101929164	0	0	0	0	0	0
LOC101929217	0	0	0	1	0	0
LOC101929225	0	0	0	0	0	1
LOC101929241	0	0	0	0	0	0
LOC101929265	0	0	2	0	0	0
LOC101929295	3	2	1422	3	2	3
LOC101929319	0	0	5	5	22	24
LOC101929371	0	0	0	0	0	0
LOC101929372	1	44	2	3	4	6
LOC101929387	0	6	3	0	3	0
LOC101929528	0	0	0	0	0	0
LOC101929555	0	0	0	0	0	1
LOC101929572	18	15	15	15	12	22
LOC101929608	0	1	0	0	0	0
LOC101929613	19	0	1	1	0	0
LOC101929625	0	0	0	0	0	0
LOC101929645	3	0	3	0	0	0
LOC101929657	9	0	5	6	3	3
LOC101929664	0	4	0	0	1	0
LOC101929681	0	0	0	0	0	0
LOC101929696	0	0	1	0	0	0
LOC101929698	1	1	6	0	3	3
LOC101929733	0	0	0	0	0	0
LOC102031319	0	0	1	0	0	0
LOC102060414	0	0	9	0	0	2
LOC102288414	0	1	1	0	0	0
LOC102467073	2	1	0	0	0	2
LOC102467074	0	0	0	0	0	0
LOC102467080	0	0	0	1	0	0
LOC102467081	1	0	0	0	0	0
LOC102467147	0	0	0	0	0	0
LOC102467212	0	0	0	0	0	0
LOC102467213	0	0	6	1	0	0
LOC102467216	0	0	0	1	0	0
LOC102467217	0	0	1	0	0	0
LOC102467223	0	1	0	0	1	0
LOC102467224	0	0	0	0	6	0
LOC102467226	0	0	0	0	0	0
LOC102467655	0	0	0	0	0	2
LOC102477328	0	0	0	0	0	2
LOC102503427	0	0	0	0	0	0
LOC102503429	0	0	0	0	0	0
LOC102524628	0	0	1	0	0	2
LOC102546175	0	0	0	0	0	0
LOC102546226	0	2	2	3	0	0
LOC102546228	0	0	1	0	0	0
LOC102546229	1	0	2	1	0	0
LOC102546298	0	1	3	0	0	2
LOC102546299	0	0	2	0	0	0
LOC102577424	3	0	0	0	2	0
LOC102577426	9	0	0	0	0	20
LOC102606466	0	0	0	0	0	2
LOC102723354	0	0	0	3	0	0
LOC102723376	15	8	13	10	10	2
LOC102723426	0	0	0	0	2	0
LOC102723483	0	0	0	2	2	0
LOC102723513	0	0	0	0	2	0
LOC102723578	0	0	0	0	0	0
LOC102723590	0	0	0	0	0	0
LOC102723742	0	0	0	0	0	0
LOC102723769	7	6	23	5	0	12
LOC102723809	0	1	0	1	0	0
LOC102724058	0	0	0	0	0	0
LOC102724316	0	1	1	41	0	1
LOC102724631	0	0	2	0	1	6
LOC102724827	12	1	331	0	6	5
LOC102724890	0	0	0	0	0	0
LOC102724958	0	0	0	0	0	0
LOC102800310	0	0	0	0	0	0
LOC102800315	0	0	0	0	0	0
LOC102800447	0	0	0	0	0	0
LOC103021295	0	0	0	0	41	6
LOC113230	3	3	17	8	4	0
LOC115110	0	8	4	3	4	3
LOC143666	4	10	11	12	4	15
LOC145474	0	2	9	0	0	0
LOC145783	0	0	0	8	3	2
LOC145845	0	0	1	0	0	0
LOC146481	0	0	0	0	0	0
LOC146880	1	9	2	75	82	21
LOC148413	3	4	32	10	15	0
LOC148696	9	1	91	0	3	0
LOC149134	0	3	0	6	0	0
LOC149684	0	2	0	0	0	0
LOC149950	1	0	16	1	0	0
LOC150776	6	11	146	18	51	100
LOC150935	0	0	0	0	0	0
LOC151174	10	4	0	0	0	4
LOC152225	3	8	0	0	0	3
LOC152586	0	0	0	0	0	0
LOC153684	0	3	0	0	2	0
LOC154761	139	1	0	73	1	3
LOC154872	0	0	0	0	0	0
LOC155060	6	101	19	3	10	6
LOC158434	0	0	3	0	0	0
LOC158960	0	0	0	2	5	0
LOC1720	0	0	0	0	3	0
LOC200772	2	2	3	3	3	0
LOC201651	0	0	3	0	0	0
LOC202181	0	7	2	3	8	0
LOC220729	0	0	2	0	0	13
LOC254896	0	0	0	0	0	0
LOC256880	3	3	0	0	2	3
LOC257358	0	0	0	0	3	12
LOC257396	0	0	0	0	0	0
LOC283045	6	0	0	0	0	3
LOC283070	2	0	3	0	0	0
LOC283177	0	0	5	0	2	0
LOC283214	3	2	1	0	1	8
LOC283585	0	0	0	0	0	0
LOC283683	1	0	6	2	4	5
LOC283693	3	27	9	0	0	0
LOC283731	3	0	6	2	3	3
LOC283922	3	6	15	8	35	57
LOC284009	0	1	3	1	2	0
LOC284023	3	12	2	7	0	6
LOC284344	3	0	0	0	0	0
LOC284379	2	0	7	3	0	9
LOC284395	0	0	9	4	1	6
LOC284412	3	3	3	0	18	2
LOC284454	9	3	0	26	6	6
LOC284578	0	3	0	0	0	3
LOC284581	0	3	3	6	0	0
LOC284648	3	3	3	0	0	0
LOC284801	182	253	420	305	705	220
LOC284837	6	3	3	0	83	0
LOC284865	2	0	0	0	2	0
LOC284889	380	202	1813	1060	3327	963
LOC284933	1	0	0	1	0	0
LOC285000	0	3	1	0	0	0
LOC285074	1	1	9	69	15	57
LOC285593	0	0	1	0	0	0
LOC285692	0	0	0	1	0	0
LOC285762	0	0	0	0	0	0
LOC285768	0	1	0	0	0	0
LOC285819	0	0	0	0	0	0
LOC286083	0	0	3	0	0	0
LOC286186	0	0	8	0	0	0
LOC286189	0	0	0	0	0	0
LOC286190	0	0	6	6	0	2
LOC286359	0	0	5	0	0	0
LOC286367	3	0	0	0	42	0
LOC286437	5	2	14	44	0	0
LOC339166	0	0	6	0	3	0
LOC339240	3	3	0	15	15	12
LOC339298	0	0	0	3	0	0
LOC339539	0	0	0	10	3	3
LOC339593	0	0	0	0	0	0
LOC339622	2	0	0	2	0	0
LOC339803	3	3	15	8	0	3
LOC339862	0	0	0	9	0	3
LOC339874	0	0	0	0	0	3
LOC340074	6	0	4	0	0	0
LOC340113	1	3	0	0	0	0
LOC340508	0	6	0	0	0	3
LOC341056	3	3	0	6	6	3
LOC344887	0	3	11	3	50	0
LOC344967	2	17	21	31	0	3
LOC374443	181	0	53	28	278	85
LOC375196	0	0	0	0	9	0
LOC388242	0	8	7	4	7	3
LOC388282	0	8	3	3	7	0
LOC388499	0	0	6	3	3	0
LOC388553	7	3	11	2	5	2
LOC388692	182	38	51	70	47	118
LOC388780	0	1	52	13	0	0
LOC388813	38	0	38	23	13	4
LOC388849	0	0	0	3	0	0
LOC388906	11	0	4	5	0	0
LOC389033	2	0	0	0	0	0
LOC389332	1	3	0	0	0	0
LOC389641	5	4	6	3	2	6
LOC389705	1	0	2	1	0	0
LOC389765	0	3	7	0	0	0
LOC389895	0	0	0	0	0	0
LOC389906	3	0	3	1	0	0
LOC390705	6	0	7	0	0	2
LOC391322	0	0	1	0	2	0
LOC392196	9	0	0	0	0	0
LOC392232	3	0	0	0	0	0
LOC392364	0	2	3	0	0	0
LOC392452	0	0	0	0	0	0
LOC399815	0	3	0	0	0	2
LOC400043	0	0	3	0	3	0
LOC400548	0	3	0	0	4	2
LOC400655	0	0	0	3	0	0
LOC400685	0	0	6	0	0	4
LOC400863	0	0	1	0	0	0
LOC400891	3	11	7	2	2	7
LOC400927	0	0	0	0	1	0
LOC400940	0	3	3	0	0	0
LOC401010	3	0	6	0	0	0
LOC401127	3	3	12	0	0	0
LOC401177	0	0	149	0	0	3
LOC401242	0	0	12	0	0	3
LOC401320	0	1	5	0	3	94
LOC401324	0	0	1	0	3	0
LOC401463	2	0	3	3	0	2
LOC401557	12	5	3	0	0	4
LOC407835	4	6	23	5	9	0
LOC439994	0	14	0	9	0	16
LOC440040	0	0	0	3	0	5
LOC440173	1	0	0	0	0	0
LOC440243	10	8	28	16	16	7
LOC440300	21	7	13	27	2	14
LOC440311	3	0	9	3	0	0
LOC440434	49	72	121	61	349	244
LOC440461	9	0	15	3	2	3
LOC440518	4	0	6	0	0	0
LOC440602	15	0	0	0	0	0
LOC440700	4	3	0	1	0	0
LOC440895	1	0	3	1	0	0
LOC440910	1	0	2	0	0	4
LOC441081	25	69	51	6	26	106
LOC441155	5	18	271	67	66	31
LOC441204	3	0	7	0	0	0
LOC441242	1	0	1	1	0	7
LOC441454	3	0	6	0	6	0
LOC441455	0	0	7	0	0	3
LOC441601	0	0	3	2	0	1
LOC441666	3	0	1	0	6	0
LOC442028	1	3	2	0	3	8
LOC442132	3	11	0	0	0	0
LOC493754	21	9	11	8	6	3
LOC494127	0	0	0	0	0	0
LOC494141	0	0	0	0	0	0
LOC541473	0	7	3	0	0	6
LOC550113	0	3	1	0	0	0
LOC550643	0	0	0	0	0	0
LOC553103	6	1	3	0	2	0
LOC554206	153	0	6	0	0	0
LOC554223	0	0	0	1	2	0
LOC606724	90	3	11	22	3	60
LOC613037	13	22	34	41	93	8
LOC613038	0	8	7	4	7	3
LOC641367	0	3	3	0	0	12
LOC641515	0	6	9	0	3	6
LOC641746	0	0	2	0	0	3
LOC642236	1	3	4	7	1	0
LOC642361	28	11	0	11	64	13
LOC642366	0	6	9	0	0	0
LOC642423	0	3	15	0	0	0
LOC642846	0	4	3	10	0	6
LOC642852	0	0	0	2	3	0
LOC642943	0	0	10	7	0	6
LOC643072	0	0	0	3	0	5
LOC643355	0	0	0	3	5	1
LOC643387	0	0	12	0	4	0
LOC643406	0	3	2	3	0	3
LOC643441	0	0	3	0	0	0
LOC643486	0	0	0	0	0	0
LOC643711	1	0	2	0	0	2
LOC643733	0	3	0	0	0	3
LOC643770	224	0	0	0	0	0
LOC643802	0	2	0	3	0	0
LOC643923	0	0	5	0	0	0
LOC644145	0	0	0	0	0	0
LOC644172	9	18	18	3	3	15
LOC644189	9	3	15	3	6	3
LOC644554	6	0	3	0	0	0
LOC644656	0	3	6	0	2	47
LOC644669	0	0	0	0	0	1
LOC644762	0	3	0	0	0	0
LOC644919	0	0	0	0	0	0
LOC644936	5	0	6	3	0	6
LOC644961	5	0	6	0	34	0
LOC645513	0	13	3	1	3	2
LOC645638	0	2	0	0	0	0
LOC645752	1	2	7	2	0	2
LOC646214	5	17	0	12	13	22
LOC646471	9	2	12	10	3	3
LOC646626	172	15	211	32	269	143
LOC646719	12	3	3	3	9	5
LOC646736	2	0	0	0	0	1
LOC646743	8	2	18	8	7	8
LOC646762	3	3	0	22	5	371
LOC646813	0	0	2	0	0	0
LOC646862	6	0	6	3	0	0
LOC646903	12	0	6	0	0	0
LOC646938	0	0	1	0	0	0
LOC647859	2	0	0	0	0	6
LOC648691	3	5	12	3	0	0
LOC648987	0	152	1	0	3	1
LOC649330	0	0	2	0	0	3
LOC649352	0	0	0	0	0	0
LOC650226	1	0	0	0	6	4
LOC650293	6	5	3	0	0	0
LOC650368	4	1	6	0	3	1
LOC652276	0	0	13	15	12	4
LOC653160	3	21	3	11	3	0
LOC653486	1	2	0	2	2	2
LOC653501	5	3	5	6	4	0
LOC653513	4	0	1103	2	577	16
LOC653653	4	0	3	3	2	0
LOC653786	1	9	4	20	2	15
LOC654342	4	0	1	13	7	0
LOC727751	19	2	5	11	5	2
LOC727896	0	0	6	0	0	3
LOC727924	0	0	1	0	0	0
LOC728024	0	0	1	3	0	0
LOC728323	0	0	0	44	2	0
LOC728392	0	0	6	0	3	0
LOC728407	0	0	0	0	0	0
LOC728554	2	0	0	2	4	3
LOC728613	0	37	35	32	17	0
LOC728637	0	0	2	3	0	0
LOC728739	4	0	3	0	0	0
LOC728743	89	6	0	8	8	123
LOC728752	0	0	0	3	2	6
LOC728769	2	1	6	147	4	3
LOC728819	0	2	6	0	0	3
LOC728989	0	0	2	1	0	0
LOC729041	0	0	1	0	0	0
LOC729080	6	0	4	0	0	0
LOC729159	0	3	0	0	0	0
LOC729444	23	1	0	0	9	0
LOC729506	0	0	0	0	0	0
LOC729603	3	0	0	392	12	3
LOC729609	0	8	8	0	123	5
LOC729683	4	3	9	3	0	6
LOC729732	17	8	13	26	6	4
LOC729737	41	83	67	377	464	38
LOC729739	0	3	0	0	0	0
LOC729911	0	0	0	1	0	0
LOC729930	0	0	0	2	0	0
LOC729966	1	3	0	1	6	5
LOC730101	0	3	3	9	0	0
LOC730102	0	1	1	2	0	1
LOC730159	0	0	0	2	0	0
LOC730183	0	1	3	4	2	0
LOC730668	0	9	12	6	6	4
LOC731157	0	0	0	0	0	0
LOC731779	1	0	2	0	0	0
LOC80154	19	2	5	11	5	2
LOC81691	0	2	1	6	2	19
LOC90246	0	0	0	9	3	0
LOC90784	3	0	1	7	0	6
LOC90834	8	0	3	35	27	0
LOC91450	0	0	0	0	0	0
LOC92249	0	0	18	0	3	0
LOC93432	0	1	2	3	0	0
LOC93622	0	3	9	0	0	0
LOH12CR1	2	0	154	12	1	163
LOH12CR2	0	6	3	0	0	0
LONP1	7	126	10	6	25	80
LONP2	14	9	1	32	0	326
LONRF1	36	2	7	19	39	0
LONRF2	3	6	0	9	1	6
LONRF3	3	0	1	2	31	0
LOR	0	0	3	0	0	0
LOX	0	0	2	0	3	0
LOXHD1	2	0	17	1	1	2
LOXL1	0	2	5	3	1	3
LOXL1-AS1	1	4	2	0	0	0
LOXL2	10	1	11	2	0	2
LOXL3	2	0	8	0	0	1
LOXL4	0	6	2	43	0	0
LPA	15	0	9	0	3	2
LPAL2	1	1	1	0	0	1
LPAR1	0	1	0	3	0	1
LPAR2	19	20	0	24	13	21
LPAR3	0	0	0	0	0	0
LPAR4	1	0	58	0	0	0
LPAR5	5	0	2	69	14	3
LPAR6	0	0	0	0	0	0
LPCAT1	213	53	397	82	1253	452
LPCAT2	0	0	16	9	1	0
LPCAT3	10	3	59	225	23	16
LPCAT4	7	0	0	53	1	7
LPGAT1	0	3	0	28	60	0
LPHN1	26	7	16	17	317	17
LPHN2	0	8	18	1	0	0
LPHN3	3	0	0	2	0	3
LPIN1	0	0	0	35	17	6
LPIN2	77	146	705	430	589	389
LPIN3	7	3	4	15	9	2
LPL	4	2	7	3	1	29
LPO	0	7	2	7	3	6
LPP	33	26	13	36	20	42
LPP-AS1	0	0	0	0	0	0
LPP-AS2	23	3	3	6	0	3
LPPR1	0	0	2	3	0	1
LPPR2	32	13	17	21	34	79
LPPR3	25	6	52	8	8	3
LPPR4	0	0	6	0	3	0
LPPR5	0	3	0	0	0	0
LPXN	0	3	48	111	256	3
LRAT	3	3	1	6	0	0
LRBA	35	5	24	0	2	8
LRCH1	4	0	4	3	9	2
LRCH2	0	0	0	0	0	3
LRCH3	3	6	2	1	65	3
LRCH4	66	205	213	1240	984	1142
LRCOL1	0	0	3	1	7	0
LRFN1	20	21	104	9	20	42
LRFN2	0	0	0	0	0	4
LRFN3	9	12	0	1	6	3
LRFN4	12	8	7	3	41	9
LRFN5	0	2	3	0	14	0
LRG1	9	0	12	7	76	4
LRGUK	3	0	1	3	2	0
LRIF1	9	123	15	43	12	1
LRIG1	2	60	5	44	11	7
LRIG2	11	0	14	5	5	7
LRIG3	0	0	0	1	0	1
LRIT1	0	0	3	1	0	0
LRIT2	0	0	0	0	3	0
LRIT3	0	0	0	0	0	0
LRMP	0	27	0	0	0	3
LRP1	38	53	75	59	18	131
LRP10	17	27	55	281	551	388
LRP11	0	2	3	7	3	4
LRP12	0	0	3	0	348	52
LRP1B	3	3	3	0	0	3
LRP2	4	8	4	2	0	55
LRP2BP	1	4	10	8	12	38
LRP3	17	6	10	1	8	4
LRP4	11	5	20	10	12	9
LRP4-AS1	0	0	4	8	3	2
LRP5	8	36	12	12	30	1
LRP5L	4	2	7	8	14	6
LRP6	4	0	10	2	64	7
LRP8	1	1	9	6	5	3
LRPAP1	6	75	12	388	742	8
LRPPRC	18	4	13	979	375	39
LRR1	3	3	3	9	0	11
LRRC1	0	0	0	0	0	0
LRRC10	3	0	0	3	3	0
LRRC10B	12	3	5	9	3	6
LRRC14	20	18	34	15	15	0
LRRC14B	0	3	0	0	3	6
LRRC15	3	6	10	18	0	6
LRRC16A	0	0	0	3	0	0
LRRC16B	4	4	11	0	1	5
LRRC17	0	0	0	0	3	0
LRRC18	0	0	0	6	0	0
LRRC19	6	3	3	1	0	0
LRRC2	0	0	9	1	3	6
LRRC2-AS1	6	0	4	0	0	0
LRRC20	0	6	7	12	3	0
LRRC23	2	41	6	3	1	1
LRRC24	4	6	13	0	0	0
LRRC25	96	148	328	271	1479	272
LRRC26	6	3	0	0	6	0
LRRC27	6	5	3	7	2	196
LRRC28	0	0	4	0	0	15
LRRC29	2	6	10	0	2	8
LRRC3	3	3	6	0	0	3
LRRC3-AS1	2	0	0	0	1	0
LRRC30	3	0	0	0	0	0
LRRC31	0	0	0	4	1	1
LRRC32	0	6	6	0	3	7
LRRC34	0	1	0	1	0	3
LRRC36	7	0	1	0	2	0
LRRC37A	10	4	33	8	3	7
LRRC37A11P	1	0	9	12	0	7
LRRC37A2	11	3	30	18	3	18
LRRC37A3	13	18	31	12	3	27
LRRC37A4P	30	60	16	43	14	42
LRRC37A5P	1	0	2	0	0	2
LRRC37A6P	0	0	15	0	0	0
LRRC37B	2	0	3	0	1	9
LRRC37BP1	10	3	0	5	127	24
LRRC38	0	0	7	3	0	3
LRRC39	1	0	0	0	0	2
LRRC3B	0	0	0	0	0	0
LRRC3C	2	4	6	7	3	3
LRRC4	9	6	18	4	41	6
LRRC40	6	0	1	0	1	0
LRRC41	196	3	1203	89	361	4
LRRC42	1	0	0	1	0	5
LRRC43	5	1	9	1	1	10
LRRC45	9	3	14	9	3	5
LRRC46	2	3	8	6	59	1
LRRC47	4	3	0	12	4	22
LRRC48	1	7	7	10	8	3
LRRC49	4	0	1	2	0	0
LRRC4B	3	15	5	11	0	12
LRRC4C	0	0	0	3	0	0
LRRC52	1	0	0	0	0	0
LRRC55	3	0	3	0	0	3
LRRC56	4	3	99	1	13	7
LRRC57	1	3	5	9	2	1
LRRC58	28	348	14	34	390	51
LRRC59	5	97	6	3	128	0
LRRC6	0	0	1	0	0	0
LRRC61	3	6	9	6	3	3
LRRC63	0	0	1	0	0	1
LRRC66	0	0	0	0	0	0
LRRC69	0	0	0	0	0	0
LRRC7	10	9	0	2	0	0
LRRC70	0	0	0	3	0	0
LRRC71	0	0	6	0	0	0
LRRC72	0	0	0	0	0	0
LRRC73	4	0	3	0	3	5
LRRC74	0	3	1	1	2	0
LRRC75A	1	9	10	0	0	3
LRRC75A-AS1	2	1	13	0	5	1
LRRC75B	0	0	1	0	10	9
LRRC8A	8	9	4	21	558	11
LRRC8B	0	0	0	3	0	140
LRRC8C	5	3	0	6	7	21
LRRC8D	9	3	0	8	23	9
LRRC8E	12	7	36	1	12	11
LRRC9	0	0	0	3	0	2
LRRCC1	1	1	1	3	3	9
LRRD1	9	0	6	0	1	0
LRRFIP1	600	20	1	73	750	128
LRRFIP2	9	0	0	8	7	9
LRRIQ1	1	0	4	0	0	0
LRRIQ3	0	3	1	1	0	0
LRRIQ4	0	0	3	0	3	0
LRRK1	2	3	24	5	13	11
LRRK2	2	23	1	9	0	2
LRRN1	0	0	2	3	0	0
LRRN2	0	0	3	2	6	0
LRRN3	0	0	0	0	3	0
LRRN4	0	5	12	5	3	2
LRRN4CL	6	3	12	29	3	0
LRRTM1	6	3	0	3	3	0
LRRTM2	4	0	6	0	0	5
LRRTM3	3	0	3	3	0	0
LRRTM4	0	0	0	0	0	1
LRSAM1	15	8	6	7	166	6
LRTM1	0	0	0	0	0	0
LRTM2	16	3	2	12	0	9
LRTOMT	4	0	6	2	9	1
LRWD1	3	8	11	0	1	1
LSAMP	2	0	3	7	6	3
LSAMP-AS1	0	0	0	0	0	0
LSG1	198	3	281	159	5	1
LSM1	2	4	3	0	1	6
LSM10	0	0	204	5	174	159
LSM11	3	6	8	6	5	0
LSM12	3	10	16	0	39	58
LSM14A	3	1	17	70	27	6
LSM14B	0	2	246	2	12	11
LSM2	5	0	4	3	4	6
LSM3	0	1	0	2	429	0
LSM4	4	24	11	9	8	14
LSM5	0	0	3	0	77	1
LSM6	0	5	665	0	0	9
LSM7	5	0	2117	12	7	52
LSM8	0	0	9	3	18	0
LSMEM1	0	3	0	0	14	0
LSMEM2	2	0	0	1	3	9
LSP1	2	26	24	40	30	48
LSP1P3	0	0	0	0	0	0
LSR	0	4	11	11	301	123
LSS	21	130	8	56	852	91
LST1	2	0	19	0	3	0
LTA	1	0	3	0	0	0
LTA4H	50	0	2	1	2	47
LTB	1	0	18	0	12	0
LTB4R	12	39	12	19	1224	120
LTB4R2	0	0	4	6	1311	0
LTBP1	5	1	3	1	0	6
LTBP2	11	73	12	7	3	17
LTBP3	10	10	5	16	21	139
LTBP4	7	4	7	11	8	7
LTBR	3	2	4	48	66	184
LTC4S	6	15	8	0	2	1
LTF	0	1	3	0	94	0
LTK	6	5	12	2	7	0
LTN1	7	22	27	27	78	6
LTV1	0	2	2	0	1	0
LUC7L	7	2	7	98	265	14
LUC7L2	19	1	4	25	40	5
LUC7L3	239	18	49	153	138	127
LUCAT1	145	161	4	47	659	19
LUM	0	0	0	3	0	0
LURAP1	8	1	5	8	9	3
LURAP1L	3	0	6	0	0	0
LUZP1	6	0	53	1	98	8
LUZP2	0	0	2	0	0	0
LUZP4	2	6	0	0	0	0
LUZP6	189	118	150	227	554	495
LXN	0	0	1	1	0	0
LY6D	2	0	0	1	0	0
LY6E	7	1	8	18	265	117
LY6G5B	5	0	0	9	0	0
LY6G5C	0	0	0	0	2	0
LY6G6C	3	0	0	1	0	0
LY6G6D	0	0	0	0	2	0
LY6G6E	6	1	2	0	0	3
LY6G6F	0	0	1	2	1	3
LY6H	0	0	4	0	2	1
LY6K	0	0	2	0	0	4
LY75	7	3	7	6	6	28
LY75-CD302	6	1	22	6	9	40
LY86	0	0	0	0	0	0
LY86-AS1	0	1	0	6	0	0
LY9	0	1	1	3	3	6
LY96	0	0	0	0	5	3
LYAR	1	0	0	1	3	0
LYG1	1	0	2	1	2	2
LYG2	0	0	3	0	0	0
LYL1	11	3	3	0	6	3
LYN	162	152	230	217	1386	365
LYNX1	0	6	5	4	11	0
LYPD1	0	0	281	0	0	2
LYPD2	0	0	0	2	0	0
LYPD3	5	0	12	3	3	1
LYPD4	0	0	2	1	1	0
LYPD5	0	1	10	0	4	9
LYPD6	0	0	2	0	3	0
LYPD6B	0	0	3	0	0	4
LYPD8	0	27	0	0	0	0
LYPLA1	0	0	20	0	0	1
LYPLA2	3	104	142	8	2052	653
LYPLAL1	0	0	0	0	0	0
LYRM1	0	0	4	8	2	9
LYRM2	3	0	1	3	3	23
LYRM4	4	1	36	7	6	5
LYRM5	0	0	0	0	0	0
LYRM7	10	0	72	0	207	9
LYRM9	3	0	3	3	2	0
LYSMD1	2	0	117	0	2	3
LYSMD2	0	3	4	3	3	9
LYSMD3	0	0	1	0	5	0
LYSMD4	0	0	0	1	0	0
LYST	7	4	4	14	52	11
LYVE1	0	0	6	3	0	0
LYZ	358	10	350	580	39	124
LYZL1	0	2	0	0	0	2
LYZL2	0	0	0	0	0	0
LYZL4	0	3	0	0	0	0
LYZL6	0	0	10	0	0	2
LZIC	5	0	1	9	3	1
LZTFL1	4	0	9	1	0	0
LZTR1	296	6	1	7	43	13
LZTS1	15	9	6	9	9	3
LZTS1-AS1	3	0	1	0	3	0
LZTS2	15	9	0	12	6	2
LZTS3	6	3	12	5	8	3
M1AP	0	0	0	2	1	0
M6PR	404	17	705	177	262	58
MAATS1	3	2	4	0	0	1
MAB21L1	0	0	0	0	0	0
MAB21L2	0	3	0	0	0	0
MAB21L3	1	0	1	8	0	0
MACC1	3	62	3	6	15	5
MACC1-AS1	0	0	0	0	0	0
MACF1	11	20	80	7	34	22
MACROD1	7	0	1	7	0	1
MACROD2	0	1	3	0	0	0
MACROD2-AS1	0	0	2	0	1	0
MACROD2-IT1	0	0	0	2	0	0
MAD1L1	4	6	3	13	833	5
MAD2L1	0	1	0	0	0	1
MAD2L1BP	2	3	2	0	2	19
MAD2L2	6	8	9	378	168	188
MADCAM1	3	2	1	0	0	0
MADD	16	233	69	92	152	461
MAEA	3	7	114	6	81	15
MAEL	0	0	0	0	1	0
MAF	29	6	35	27	9	176
MAF1	45	103	5	4	164	35
MAFA	14	5	15	0	0	0
MAFB	194	85	159	150	1401	137
MAFF	8	103	19	141	61	49
MAFG	57	44	237	226	1071	133
MAFG-AS1	3	0	6	1	8	0
MAFK	8	13	4	8	223	179
MAG	0	4	1	1	3	6
